,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value,List of Selected Features Names,Selected Features scores
275,CNS,60,7129,mRmr,SVM,3,LOOCV,61,fit_time,0.009916067123413086,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
276,CNS,60,7129,mRmr,SVM,3,LOOCV,61,pred_time,0.0009996891021728516,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
277,CNS,60,7129,mRmr,KNN,3,LOOCV,61,ACC,0.5,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
278,CNS,60,7129,mRmr,KNN,3,LOOCV,61,MCC,-0.0989010989010989,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
279,CNS,60,7129,mRmr,KNN,3,LOOCV,61,AUC,0.4297924297924298,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
280,CNS,60,7129,mRmr,KNN,3,LOOCV,61,PR-AUC,0.4106639484546461,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
281,CNS,60,7129,mRmr,KNN,3,LOOCV,61,fit_time,0.0,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
282,CNS,60,7129,mRmr,KNN,3,LOOCV,61,pred_time,0.0010075569152832031,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
283,CNS,60,7129,mRmr,RandomForest,3,LOOCV,61,ACC,0.5333333333333333,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
284,CNS,60,7129,mRmr,RandomForest,3,LOOCV,61,MCC,-0.21039790769253672,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
285,CNS,60,7129,mRmr,RandomForest,3,LOOCV,61,AUC,0.3956043956043956,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
286,CNS,60,7129,mRmr,RandomForest,3,LOOCV,61,PR-AUC,0.3271670610982241,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
287,CNS,60,7129,mRmr,RandomForest,3,LOOCV,61,fit_time,0.01985764503479004,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
288,CNS,60,7129,mRmr,RandomForest,3,LOOCV,61,pred_time,0.0,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
289,CNS,60,7129,mRmr,LogisticsRegression,3,LOOCV,61,ACC,0.6333333333333333,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
290,CNS,60,7129,mRmr,LogisticsRegression,3,LOOCV,61,MCC,-0.09553254290337612,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
291,CNS,60,7129,mRmr,LogisticsRegression,3,LOOCV,61,AUC,0.1452991452991453,AFFX-BioDn-3_at;U12778_at;X16323_at,0.9340680553754911;-4.580992956827581;-4.364326290160915
