,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value,List of Selected Features Names,Selected Features scores
115,Carcinom,174,9182,mRmr,NB,25,10-Fold-CV,11,ACC,0.28160919540229884,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893;1606;3141;2444;1113;1932,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226;0.10515669319070797;0.019318638093534846;0.047598945117785174;0.023829253847171494;0.08576861093877541
116,Carcinom,174,9182,mRmr,NB,25,10-Fold-CV,11,MCC,0.2568286190018064,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893;1606;3141;2444;1113;1932,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226;0.10515669319070797;0.019318638093534846;0.047598945117785174;0.023829253847171494;0.08576861093877541
117,Carcinom,174,9182,mRmr,NB,25,10-Fold-CV,11,AUC,0.7941372704452372,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893;1606;3141;2444;1113;1932,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226;0.10515669319070797;0.019318638093534846;0.047598945117785174;0.023829253847171494;0.08576861093877541
118,Carcinom,174,9182,mRmr,NB,25,10-Fold-CV,11,PR-AUC,0.5498952298730746,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893;1606;3141;2444;1113;1932,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226;0.10515669319070797;0.019318638093534846;0.047598945117785174;0.023829253847171494;0.08576861093877541
119,Carcinom,174,9182,mRmr,NB,25,10-Fold-CV,11,fit_time,0.015914201736450195,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893;1606;3141;2444;1113;1932,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226;0.10515669319070797;0.019318638093534846;0.047598945117785174;0.023829253847171494;0.08576861093877541
120,Carcinom,174,9182,mRmr,NB,25,10-Fold-CV,11,pred_time,0.005010366439819336,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893;1606;3141;2444;1113;1932,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226;0.10515669319070797;0.019318638093534846;0.047598945117785174;0.023829253847171494;0.08576861093877541
121,Carcinom,174,9182,mRmr,SVM,20,10-Fold-CV,11,ACC,0.6896551724137931,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
122,Carcinom,174,9182,mRmr,SVM,20,10-Fold-CV,11,MCC,0.675920658916717,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
123,Carcinom,174,9182,mRmr,SVM,20,10-Fold-CV,11,AUC,0.9703626634958381,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
124,Carcinom,174,9182,mRmr,SVM,20,10-Fold-CV,11,PR-AUC,0.8906040754408041,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
125,Carcinom,174,9182,mRmr,SVM,20,10-Fold-CV,11,fit_time,0.0791480541229248,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
126,Carcinom,174,9182,mRmr,SVM,20,10-Fold-CV,11,pred_time,0.005744457244873047,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
127,Carcinom,174,9182,mRmr,KNN,20,10-Fold-CV,11,ACC,0.7758620689655172,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
128,Carcinom,174,9182,mRmr,KNN,20,10-Fold-CV,11,MCC,0.7499710245482679,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
129,Carcinom,174,9182,mRmr,KNN,20,10-Fold-CV,11,AUC,0.9422760602457393,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
130,Carcinom,174,9182,mRmr,KNN,20,10-Fold-CV,11,PR-AUC,0.8552321570311762,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
131,Carcinom,174,9182,mRmr,KNN,20,10-Fold-CV,11,fit_time,0.010511159896850586,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
132,Carcinom,174,9182,mRmr,KNN,20,10-Fold-CV,11,pred_time,0.008988618850708008,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
133,Carcinom,174,9182,mRmr,RandomForest,20,10-Fold-CV,11,ACC,0.6551724137931034,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
134,Carcinom,174,9182,mRmr,RandomForest,20,10-Fold-CV,11,MCC,0.6521832021081493,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
135,Carcinom,174,9182,mRmr,RandomForest,20,10-Fold-CV,11,AUC,0.9750264235698243,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
136,Carcinom,174,9182,mRmr,RandomForest,20,10-Fold-CV,11,PR-AUC,0.8856000819934118,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
137,Carcinom,174,9182,mRmr,RandomForest,20,10-Fold-CV,11,fit_time,2.0022058486938477,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
138,Carcinom,174,9182,mRmr,RandomForest,20,10-Fold-CV,11,pred_time,0.19384312629699707,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
139,Carcinom,174,9182,mRmr,LogisticsRegression,20,10-Fold-CV,11,ACC,0.7298850574712644,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
140,Carcinom,174,9182,mRmr,LogisticsRegression,20,10-Fold-CV,11,MCC,0.7075589870637561,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
141,Carcinom,174,9182,mRmr,LogisticsRegression,20,10-Fold-CV,11,AUC,0.9747985202800898,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
142,Carcinom,174,9182,mRmr,LogisticsRegression,20,10-Fold-CV,11,PR-AUC,0.8856690026252834,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
143,Carcinom,174,9182,mRmr,LogisticsRegression,20,10-Fold-CV,11,fit_time,0.10360312461853027,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
144,Carcinom,174,9182,mRmr,LogisticsRegression,20,10-Fold-CV,11,pred_time,0.0017750263214111328,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
145,Carcinom,174,9182,mRmr,NB,20,10-Fold-CV,11,ACC,0.23563218390804597,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
146,Carcinom,174,9182,mRmr,NB,20,10-Fold-CV,11,MCC,0.22066077406414,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
147,Carcinom,174,9182,mRmr,NB,20,10-Fold-CV,11,AUC,0.7918499801823227,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
148,Carcinom,174,9182,mRmr,NB,20,10-Fold-CV,11,PR-AUC,0.5523613800386163,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
149,Carcinom,174,9182,mRmr,NB,20,10-Fold-CV,11,fit_time,0.015651702880859375,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
150,Carcinom,174,9182,mRmr,NB,20,10-Fold-CV,11,pred_time,0.004857540130615234,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727;2473;7332;8014;3853;5893,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765;0.028188432656491458;0.08809940444227737;0.07301431383906998;0.027268778250216036;0.058023799125131226
151,Carcinom,174,9182,mRmr,SVM,15,10-Fold-CV,11,ACC,0.5804597701149425,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765
152,Carcinom,174,9182,mRmr,SVM,15,10-Fold-CV,11,MCC,0.5589507335822536,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765
153,Carcinom,174,9182,mRmr,SVM,15,10-Fold-CV,11,AUC,0.9472915840930111,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765
154,Carcinom,174,9182,mRmr,SVM,15,10-Fold-CV,11,PR-AUC,0.7934551436733065,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765
155,Carcinom,174,9182,mRmr,SVM,15,10-Fold-CV,11,fit_time,0.056407928466796875,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765
156,Carcinom,174,9182,mRmr,SVM,15,10-Fold-CV,11,pred_time,0.004332780838012695,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765
157,Carcinom,174,9182,mRmr,KNN,15,10-Fold-CV,11,ACC,0.6379310344827587,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765
158,Carcinom,174,9182,mRmr,KNN,15,10-Fold-CV,11,MCC,0.6020796287887785,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765
159,Carcinom,174,9182,mRmr,KNN,15,10-Fold-CV,11,AUC,0.9300122209010437,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765
160,Carcinom,174,9182,mRmr,KNN,15,10-Fold-CV,11,PR-AUC,0.7913446351514308,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765
161,Carcinom,174,9182,mRmr,KNN,15,10-Fold-CV,11,fit_time,0.013683795928955078,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765
162,Carcinom,174,9182,mRmr,KNN,15,10-Fold-CV,11,pred_time,0.009879112243652344,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765
163,Carcinom,174,9182,mRmr,RandomForest,15,10-Fold-CV,11,ACC,0.5459770114942529,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765
164,Carcinom,174,9182,mRmr,RandomForest,15,10-Fold-CV,11,MCC,0.5425661109758658,929;3600;5414;527;7913;5951;8618;6386;2804;1607;1966;3603;630;5596;1727,3.2838213810149983;-0.022414566263736536;0.05435164524191305;0.5059897467484356;0.19907401945849457;0.28071993793737104;0.050865291431128834;0.32955589884985237;0.0521961847157128;0.20956473573545242;0.022754930419027097;0.10075856289599416;0.018842007536975514;0.05761026627910715;0.14984156243018765
