,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value,List of Selected Features Names,Selected Features scores
1117,Carcinom,174,9182,Fdr,SVM,50,10-Fold-CV,11,PR-AUC,0.9621969647176427,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1118,Carcinom,174,9182,Fdr,SVM,50,10-Fold-CV,11,fit_time,0.07572627067565918,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1119,Carcinom,174,9182,Fdr,SVM,50,10-Fold-CV,11,pred_time,0.004930973052978516,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1120,Carcinom,174,9182,Fdr,KNN,50,10-Fold-CV,11,ACC,0.8735632183908046,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1121,Carcinom,174,9182,Fdr,KNN,50,10-Fold-CV,11,MCC,0.8608498489345049,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1122,Carcinom,174,9182,Fdr,KNN,50,10-Fold-CV,11,AUC,0.976506143479984,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1123,Carcinom,174,9182,Fdr,KNN,50,10-Fold-CV,11,PR-AUC,0.9500399808762481,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1124,Carcinom,174,9182,Fdr,KNN,50,10-Fold-CV,11,fit_time,0.010497570037841797,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1125,Carcinom,174,9182,Fdr,KNN,50,10-Fold-CV,11,pred_time,0.00912165641784668,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1126,Carcinom,174,9182,Fdr,RandomForest,50,10-Fold-CV,11,ACC,0.6954022988505747,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1127,Carcinom,174,9182,Fdr,RandomForest,50,10-Fold-CV,11,MCC,0.6912105982106863,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1128,Carcinom,174,9182,Fdr,RandomForest,50,10-Fold-CV,11,AUC,0.980687673404677,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1129,Carcinom,174,9182,Fdr,RandomForest,50,10-Fold-CV,11,PR-AUC,0.9329912348931984,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1130,Carcinom,174,9182,Fdr,RandomForest,50,10-Fold-CV,11,fit_time,2.151045322418213,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1131,Carcinom,174,9182,Fdr,RandomForest,50,10-Fold-CV,11,pred_time,0.19573450088500977,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1132,Carcinom,174,9182,Fdr,LogisticsRegression,50,10-Fold-CV,11,ACC,0.867816091954023,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1133,Carcinom,174,9182,Fdr,LogisticsRegression,50,10-Fold-CV,11,MCC,0.8573565635781367,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
1134,Carcinom,174,9182,Fdr,LogisticsRegression,50,10-Fold-CV,11,AUC,0.9914783987316685,7913;8618;5596;9001;8441;530;7869;5296;7332;3603;3891;1838;499;60;8302;5070;5122;3853;7887;6465;3341;5450;6220;5593;2318;4779;1528;3004;4272;2473;7840;2301;8014;4065;313;7374;4018;5680;561;5751;8625;5951;6132;7085;294;8669;8000;3949;408;7186,0.0;7.674580171813322e-77;3.7668800177102234e-66;1.3985159698179108e-51;1.477190565640858e-50;4.766316611763297e-50;9.101047306539058e-46;1.6220360326422594e-44;1.704653209693832e-43;5.478213992574359e-42;2.0730025457963275e-41;9.73192611600931e-40;1.4919592401498233e-39;2.9286505038854342e-39;1.70767585510644e-38;2.5753064889598165e-38;2.5753064889598943e-38;2.575343015083115e-38;3.025909735200345e-38;5.514007206474475e-38;6.583743938974708e-38;1.3772795219256154e-37;2.062209789804624e-37;9.728791780323998e-37;1.0328215318796653e-36;1.1180746115639388e-36;1.6730741557626124e-36;2.709565354736338e-36;3.457542878963521e-36;1.057943095451229e-35;1.2185083803619013e-35;3.091577446183669e-35;4.5499707818711866e-35;7.65454863866642e-35;1.2281788688035888e-34;1.2758677639689577e-34;1.632731619735096e-34;3.0509500681071807e-34;3.557162826666876e-34;3.601468107612276e-34;5.799191254277284e-34;9.917982503055979e-34;1.0594687103415225e-33;1.4424205971475493e-33;1.807533214813596e-33;2.137895322254377e-33;4.5236129032356385e-33;6.044299168798461e-33;6.279224511117506e-33;1.1928810842942285e-32
