,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value,List of Selected Features Names,Selected Features scores
1293,ayeastCC,50,6228,Fdr,NB,10,LOOCV,51,pred_time,0.00028061866760253906,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W;YDL070W;YDL038C;YOR338W;YIL080W;YDR492W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31;1.4184496403198422e-31;4.167669996551332e-31;1.0836317140610633e-30;3.302019610227245e-30;1.2843100955810466e-29
1294,ayeastCC,50,6228,Fdr,SVM,5,LOOCV,51,ACC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1295,ayeastCC,50,6228,Fdr,SVM,5,LOOCV,51,MCC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1296,ayeastCC,50,6228,Fdr,SVM,5,LOOCV,51,AUC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1297,ayeastCC,50,6228,Fdr,SVM,5,LOOCV,51,PR-AUC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1298,ayeastCC,50,6228,Fdr,SVM,5,LOOCV,51,fit_time,0.0010440349578857422,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1299,ayeastCC,50,6228,Fdr,SVM,5,LOOCV,51,pred_time,0.00021982192993164062,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1300,ayeastCC,50,6228,Fdr,KNN,5,LOOCV,51,ACC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1301,ayeastCC,50,6228,Fdr,KNN,5,LOOCV,51,MCC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1302,ayeastCC,50,6228,Fdr,KNN,5,LOOCV,51,AUC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1303,ayeastCC,50,6228,Fdr,KNN,5,LOOCV,51,PR-AUC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1304,ayeastCC,50,6228,Fdr,KNN,5,LOOCV,51,fit_time,0.0005533695220947266,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1305,ayeastCC,50,6228,Fdr,KNN,5,LOOCV,51,pred_time,0.0009152889251708984,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1306,ayeastCC,50,6228,Fdr,RandomForest,5,LOOCV,51,ACC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1307,ayeastCC,50,6228,Fdr,RandomForest,5,LOOCV,51,MCC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1308,ayeastCC,50,6228,Fdr,RandomForest,5,LOOCV,51,AUC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1309,ayeastCC,50,6228,Fdr,RandomForest,5,LOOCV,51,PR-AUC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1310,ayeastCC,50,6228,Fdr,RandomForest,5,LOOCV,51,fit_time,0.1742396354675293,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1311,ayeastCC,50,6228,Fdr,RandomForest,5,LOOCV,51,pred_time,0.017078638076782227,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1312,ayeastCC,50,6228,Fdr,LogisticsRegression,5,LOOCV,51,ACC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1313,ayeastCC,50,6228,Fdr,LogisticsRegression,5,LOOCV,51,MCC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1314,ayeastCC,50,6228,Fdr,LogisticsRegression,5,LOOCV,51,AUC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1315,ayeastCC,50,6228,Fdr,LogisticsRegression,5,LOOCV,51,PR-AUC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
