,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value,List of Selected Features Names,Selected Features scores
79,SRBCT,83,2308,mRmr,LogisticsRegression,30,LOOCV,84,ACC,0.7590361445783133,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324;gene172;gene185;gene379;gene428;gene193,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687;-4.387229589565695;-4.388133294616709;-4.388970058552831;-4.388886468438439;-4.388808643159524
80,SRBCT,83,2308,mRmr,LogisticsRegression,30,LOOCV,84,MCC,0.6742882757675255,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324;gene172;gene185;gene379;gene428;gene193,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687;-4.387229589565695;-4.388133294616709;-4.388970058552831;-4.388886468438439;-4.388808643159524
81,SRBCT,83,2308,mRmr,LogisticsRegression,30,LOOCV,84,AUC,0.9505975710069192,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324;gene172;gene185;gene379;gene428;gene193,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687;-4.387229589565695;-4.388133294616709;-4.388970058552831;-4.388886468438439;-4.388808643159524
82,SRBCT,83,2308,mRmr,LogisticsRegression,30,LOOCV,84,PR-AUC,0.8861798155567969,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324;gene172;gene185;gene379;gene428;gene193,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687;-4.387229589565695;-4.388133294616709;-4.388970058552831;-4.388886468438439;-4.388808643159524
83,SRBCT,83,2308,mRmr,LogisticsRegression,30,LOOCV,84,fit_time,0.03901815414428711,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324;gene172;gene185;gene379;gene428;gene193,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687;-4.387229589565695;-4.388133294616709;-4.388970058552831;-4.388886468438439;-4.388808643159524
84,SRBCT,83,2308,mRmr,LogisticsRegression,30,LOOCV,84,pred_time,0.0009458065032958984,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324;gene172;gene185;gene379;gene428;gene193,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687;-4.387229589565695;-4.388133294616709;-4.388970058552831;-4.388886468438439;-4.388808643159524
85,SRBCT,83,2308,mRmr,NB,30,LOOCV,84,ACC,0.7349397590361446,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324;gene172;gene185;gene379;gene428;gene193,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687;-4.387229589565695;-4.388133294616709;-4.388970058552831;-4.388886468438439;-4.388808643159524
86,SRBCT,83,2308,mRmr,NB,30,LOOCV,84,MCC,0.6370206458631419,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324;gene172;gene185;gene379;gene428;gene193,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687;-4.387229589565695;-4.388133294616709;-4.388970058552831;-4.388886468438439;-4.388808643159524
87,SRBCT,83,2308,mRmr,NB,30,LOOCV,84,AUC,0.9242754149126627,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324;gene172;gene185;gene379;gene428;gene193,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687;-4.387229589565695;-4.388133294616709;-4.388970058552831;-4.388886468438439;-4.388808643159524
88,SRBCT,83,2308,mRmr,NB,30,LOOCV,84,PR-AUC,0.8502689389589155,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324;gene172;gene185;gene379;gene428;gene193,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687;-4.387229589565695;-4.388133294616709;-4.388970058552831;-4.388886468438439;-4.388808643159524
89,SRBCT,83,2308,mRmr,NB,30,LOOCV,84,fit_time,0.006488800048828125,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324;gene172;gene185;gene379;gene428;gene193,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687;-4.387229589565695;-4.388133294616709;-4.388970058552831;-4.388886468438439;-4.388808643159524
90,SRBCT,83,2308,mRmr,NB,30,LOOCV,84,pred_time,0.0020394325256347656,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324;gene172;gene185;gene379;gene428;gene193,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687;-4.387229589565695;-4.388133294616709;-4.388970058552831;-4.388886468438439;-4.388808643159524
91,SRBCT,83,2308,mRmr,SVM,25,LOOCV,84,ACC,0.7228915662650602,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
92,SRBCT,83,2308,mRmr,SVM,25,LOOCV,84,MCC,0.6508009790566804,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
93,SRBCT,83,2308,mRmr,SVM,25,LOOCV,84,AUC,0.9623070595635554,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
94,SRBCT,83,2308,mRmr,SVM,25,LOOCV,84,PR-AUC,0.9054361574170411,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
95,SRBCT,83,2308,mRmr,SVM,25,LOOCV,84,fit_time,0.01953721046447754,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
96,SRBCT,83,2308,mRmr,SVM,25,LOOCV,84,pred_time,0.0015482902526855469,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
97,SRBCT,83,2308,mRmr,KNN,25,LOOCV,84,ACC,0.6867469879518072,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
98,SRBCT,83,2308,mRmr,KNN,25,LOOCV,84,MCC,0.5773735440290682,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
99,SRBCT,83,2308,mRmr,KNN,25,LOOCV,84,AUC,0.8880582571248851,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
100,SRBCT,83,2308,mRmr,KNN,25,LOOCV,84,PR-AUC,0.7820192507789481,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
101,SRBCT,83,2308,mRmr,KNN,25,LOOCV,84,fit_time,0.004925727844238281,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
102,SRBCT,83,2308,mRmr,KNN,25,LOOCV,84,pred_time,0.0032732486724853516,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
103,SRBCT,83,2308,mRmr,RandomForest,25,LOOCV,84,ACC,0.6506024096385542,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
104,SRBCT,83,2308,mRmr,RandomForest,25,LOOCV,84,MCC,0.5547559610738231,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
105,SRBCT,83,2308,mRmr,RandomForest,25,LOOCV,84,AUC,0.936880050321769,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
106,SRBCT,83,2308,mRmr,RandomForest,25,LOOCV,84,PR-AUC,0.8781054407005872,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
107,SRBCT,83,2308,mRmr,RandomForest,25,LOOCV,84,fit_time,0.7320692539215088,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
108,SRBCT,83,2308,mRmr,RandomForest,25,LOOCV,84,pred_time,0.06797218322753906,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
109,SRBCT,83,2308,mRmr,LogisticsRegression,25,LOOCV,84,ACC,0.7469879518072289,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
110,SRBCT,83,2308,mRmr,LogisticsRegression,25,LOOCV,84,MCC,0.6627072276884222,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
111,SRBCT,83,2308,mRmr,LogisticsRegression,25,LOOCV,84,AUC,0.9499201625780229,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
112,SRBCT,83,2308,mRmr,LogisticsRegression,25,LOOCV,84,PR-AUC,0.8705300730937156,gene1;gene484;gene608;gene2023;gene76;gene299;gene765;gene2076;gene767;gene857;gene1165;gene1196;gene1656;gene1741;gene2052;gene2291;gene89;gene90;gene103;gene143;gene95;gene118;gene213;gene147;gene324,1.9161207393705444;-4.410725920892039;-4.386629535349871;-4.370565278321759;-4.356509053422161;-4.35771387269927;-4.358517085550675;-4.359090809015965;-4.349348078268301;-4.350813086217124;-4.351985092576182;-4.352944006869957;-4.353743102114768;-4.354419259629609;-4.354998823213759;-4.355501111653354;-4.3800369995801685;-4.381842230245573;-4.383446879725931;-4.383614387916665;-4.383765145288326;-4.385048991745645;-4.386216124888663;-4.386234099256542;-4.387254591824687
